brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Jeep,Wrangler Rubicon,2009,"130,000 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,1317500
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,2464915
Tesla,Model Y Performance,2022,"24,115 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,3952500
BMW,528 i,2016,"82,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,1444575
Kia,Rio S,2021,"67,686 mi.",Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,1334500
Tesla,Model S 85,2014,"96,800 mi.",,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,2418250
Jeep,Wrangler Sport,1997,"131,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,Yes,467500
Tesla,Model 3 Standard Range,2020,"23,097 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,2541500
Ferrari,GTC4Lusso T,2018,"31,000 mi.",Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,16787415
BMW,X5 M50i,2021,"28,898 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,6035000
Mazda,MX-5 Miata RF Club,2022,"7,250 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,3027615
Ford,F-250 XLT,2014,"59,459 mi.",Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,3484915
Jeep,Wrangler Sahara,2012,"78,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,1870000
RAM,1500 Laramie,2021,"24,213 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,3952500
RAM,1500 Laramie,2020,"21,165 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,3918925
GMC,Yukon Denali,2016,"107,750 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,3017500
Ford,F-150 Lariat,2016,"117,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,2252500
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,2975000
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,Yes,765000
Subaru,Crosstrek 2.0i Premium,2017,"50,011 mi.",Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,1827075
Lexus,GX 470 Base,2004,"215,000 mi.",Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,624750
RAM,1500 Laramie,2022,"16,616 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,3909915
Ford,F-150 XLT,2022,"33,818 mi.",Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,Yes,3956920
Jeep,Wagoneer Series III,2022,"9,099 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,5810770
Volkswagen,GTI Base,2008,"95,798 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,837250
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,"35,943 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,4394500
Mazda,Mazda6 iSport VE,2008,"106,000 mi.",Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,365500
Kia,Telluride EX X-Line,2023,"10,400 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,None reported,Yes,4080000
Chevrolet,Tahoe LT,2022,"2,894 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,Yes,5431500
Dodge,Durango GT,2022,"15,592 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Yes,3398725
Mercedes-Benz,AMG C 63 Base,2020,"33,548 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,4929915
BMW,320 i xDrive,2016,"185,000 mi.",Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,637500
Porsche,Macan GTS,2023,"6,483 mi.",Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,None reported,,8236500
Honda,Pilot EX-L,2020,"28,886 mi.",Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,,,3029825
Mercedes-Benz,GLE 350 Base,2020,"26,293 mi.",Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,None reported,,4249830
Chevrolet,Camaro 2SS,2017,"62,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,2932500
Jaguar,XF 35t Prestige,2017,"101,453 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,1572500
RAM,3500 Laramie,2013,"106,385 mi.",Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,3646500
BMW,335 is,2012,"86,629 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,1784575
Audi,S6 4.0T Premium Plus,2018,"61,258 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,4249915
Chrysler,300 S,2014,"121,500 mi.",Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,1359915
GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,5312415
Chrysler,200 C,2015,"170,000 mi.",E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,509575
Ford,F-150 XLT SuperCab,2010,"232,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,255000
MINI,Cooper S Base,2006,"95,000 mi.",Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,None reported,Yes,1062500
Toyota,Venza XLE,2013,"103,466 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,1207000
Toyota,Camry Hybrid Base,2011,"133,121 mi.",Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,At least 1 accident or damage reported,Yes,671500
Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,1232500
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,"64,500 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,,,3187500
Ford,Shelby GT500 Base,2021,568 mi.,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,None reported,Yes,7716980
Lexus,RX 300 4WD,1999,"249,083 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,297500
Porsche,Macan S,2015,"80,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,2039915
Ford,F-150 XLT SuperCab,2004,"187,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,535415
Subaru,Outback 2.5 i Special Edition,2009,"181,870 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,552500
GMC,Sierra 2500 AT4,2022,"22,600 mi.",Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,,,6522900
BMW,X5 xDrive40i,2020,"37,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,4250000
Porsche,Taycan Base,2022,"9,728 mi.",,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,7565000
Lexus,GX 470 Base,2006,"152,000 mi.",Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,1189575
Ford,F-150 Heritage XL SuperCab Flareside,2004,"60,260 mi.",Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,2592500
Mazda,MazdaSpeed Miata MX-5 Base,2004,"33,362 mi.",Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,1495915
GMC,Acadia Denali,2021,"47,907 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,3267060
Mercedes-Benz,Metris Base,2016,"17,340 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,2465000
Cadillac,DeVille Base,1994,"85,000 mi.",–,–,A/T,White,Blue,None reported,Yes,671500
Ford,Expedition EL XLT,2011,"195,500 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,764915
Chevrolet,Monte Carlo SS,2000,"74,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,None reported,Yes,399500
RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,1190000
Jeep,Commander Base,2006,"212,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,552500
Lexus,IS-F Base,2010,"77,400 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,2932500
Ford,Utility Police Interceptor Base,2017,"118,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,1275000
Porsche,Carrera GT Base,2005,"4,400 mi.",Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,135915000
Cadillac,Escalade ESV Luxury,2016,"146,200 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,2082500
Tesla,Model Y Performance,2020,"39,000 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,3655000
Chevrolet,Avalanche 1500 LS,2005,"130,000 mi.",E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,612000
Ford,F-150 Lariat,2021,"33,080 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,4067250
Mercedes-Benz,GLB 250 Base 4MATIC,2023,"1,219 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,,3950715
Jeep,Wrangler Sport,2016,"41,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,2125000
Nissan,350Z Touring,2004,"110,897 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Orange,At least 1 accident or damage reported,Yes,977500
Chevrolet,Corvette Z06,2016,"49,000 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Orange,–,None reported,Yes,6375000
Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,1130500
Hyundai,Sonata SE,2018,"57,690 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,1351500
Mercedes-Benz,SLS AMG Base,2012,"17,941 mi.",Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,None reported,Yes,19210000
Lincoln,Navigator Reserve,2018,"54,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,3952500
Nissan,Maxima SL,2007,"101,600 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,569500
Ford,Ranger XLT,2021,"89,000 mi.",Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,2890000
Tesla,Model 3 Long Range,2021,"18,000 mi.",,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,3612500
Jaguar,XE 35t Premium,2017,"55,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,2125000
Lincoln,MKZ Reserve,2017,"71,964 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,1593750
Cadillac,Escalade ESV Platinum,2020,"92,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4250000
Ford,Fusion SE,2012,"160,000 mi.",E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,382500
Mercedes-Benz,E-Class E 350,2012,"95,816 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,1020000
Jeep,Wrangler Unlimited Sport,2014,"132,600 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,1445000
Cadillac,DeVille Base,1994,"47,000 mi.",–,–,A/T,White,Blue,None reported,Yes,509150
Jeep,Wrangler Sport,2010,"149,460 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,909500
Jeep,Wrangler Sport,2011,"109,646 mi.",Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,,1444830
Acura,MDX 3.5L w/Technology Package,2019,"90,605 mi.",Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,,2354330
Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,1445000
Chevrolet,Camaro Z28,2002,"48,000 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,1869915
Chevrolet,Corvette Z06,2016,"41,500 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Black,None reported,Yes,5610000
Porsche,Cayman R,2012,"54,000 mi.",Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,6375000
Porsche,Cayenne Base,2018,"70,455 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,3897675
Subaru,Crosstrek 2.0i Limited,2018,"84,054 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,1827415
BMW,750 Li,2007,"114,528 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,765000
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,2252500
GMC,Sierra 2500 AT4,2020,"52,673 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,5907500
BMW,X3 M AWD,2021,"31,500 mi.",Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,4632500
BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,1360000
Jeep,Wrangler Unlimited Sahara,2019,"59,692 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,3051500
Toyota,Corolla S Plus,2016,"68,364 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,1360000
Land,Rover Discovery HSE LUXURY,2017,"47,200 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,2465000
Mercedes-Benz,E-Class E 450 4MATIC,2021,"18,000 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,5270000
Ford,Fusion Hybrid Base,2012,"158,366 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,701250
BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,2210000
GMC,Terrain SLE,2010,"81,500 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,None reported,Yes,1041250
BMW,i3 120Ah w/Range Extender,2019,"16,975 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,2294150
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,,17765000
Ford,Mustang SVT Cobra,2003,"16,100 mi.",Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,3017500
Land,Rover Range Rover Supercharged LWB,2020,"54,225 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,5737500
RAM,2500 Big Horn,2016,"89,500 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,2975000
Ford,E250 Cargo,2013,"87,501 mi.",E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,1511045
MINI,Countryman Cooper S ALL4,2018,"12,370 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,2456500
RAM,1500 Classic Tradesman,2019,"12,466 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,2464575
Volvo,C70 T5,2011,"199,000 mi.",Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,467500
Mercedes-Benz,SL-Class SL600 Roadster,2007,"78,200 mi.",Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,1954915
Toyota,Camry Hybrid XLE,2018,"22,000 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,2507500
GMC,Acadia SLE-2,2016,"100,795 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,1104575
Chevrolet,Impala 1LT,2019,"99,941 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,1514360
Jeep,Grand Cherokee L Laredo,2021,"23,588 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,,,3283805
Jeep,Liberty Sport,2003,"103,000 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,442000
Jaguar,XF Luxury,2009,"91,491 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,595000
Honda,Civic Sport,2020,"23,131 mi.",Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,,2017815
Subaru,Outback 2.5i Premium,2019,"77,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,1593665
Land,Rover Range Rover Sport HSE Dynamic,2019,"20,500 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,6460000
Tesla,Model Y Long Range,2022,500 mi.,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,3901500
Lexus,ES 350 Base,2019,"49,810 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,2881500
Honda,CR-V Touring,2022,"20,229 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,,3121795
Alfa,Romeo Giulia Quadrifoglio,2021,"10,558 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,6375000
BMW,330 i,2005,"59,300 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,2626500
Maybach,Type 57 Base,2004,"34,254 mi.",Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,–,None reported,Yes,5461250
Lexus,ES 250 Base,2021,"24,364 mi.",Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,,3229830
Mercedes-Benz,Sprinter 2500,2016,"139,200 mi.",Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,1870000
Mercedes-Benz,E-Class E 350,2012,"82,046 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,1189915
Dodge,Dakota Sport,1997,"285,000 mi.",Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,543915
RAM,1500 Tradesman/Express,2017,"26,269 mi.",E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,,2151095
Mazda,CX-9 Touring,2016,"127,131 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,–,At least 1 accident or damage reported,Yes,1425450
Porsche,911 Turbo S,2019,"31,000 mi.",Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,15291500
BMW,X3 xDrive30i,2021,"27,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,3264000
Jeep,Grand Cherokee Limited,2015,"93,400 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,1606500
BMW,X7 xDrive40i,2021,"9,200 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,6052000
